Word,ReadingKana,Occurences,ReadingFrequency,PitchPositions,Status,SupportStrength,MatchCount,MatchExamples,Definitions,ExampleSentence,JmDictWordId
続く,つづく,14,431,0,seen_as_inflected_form_in_flashcard_text,4,6,duel-masters-dm25:grammar:あれば / ～であれば(あれば / であれば) via inflected/text 続き | duel-masters-dm25:grammar:～ていなければ(ていなければ) via inflected/text 続け | pokemon-scarlet-violet:term:続ける(つづける) via inflected/text 続け | pokemon-scarlet-violet:term:勝率(しょうりつ) via inflected/text 続け | pokemon-scarlet-violet:term:引き続き(ひきつづき) via inflected/text 続き | pokemon-scarlet-violet:term:かわいがる(かわいがる) via inflected/text 続き,"to continue,to last,to go on,to continue (without a break),to be unbroken,to occur again and again,to lead to,to connect to,to adjoin,to come after,to follow,to succeed,to rank next to,to hold out,to keep,to last",このまま不登校が**続けば**シュウメイ殿は退学処分なんでしょ…。？,1405790
聞こえる,きこえる,14,346,0,seen_as_inflected_form_in_flashcard_text,4,1,pokemon-scarlet-violet:term:鳴き声(なきごえ) via inflected/text 聞こえた,"to be heard,to be audible,to reach one's ears,to sound (like),to come across (as),to be well known,to be famous,to accept (someone's words),to agree,to understand",,1591150
使える,つかえる,13,730,0,seen_as_inflected_form_in_flashcard_text,4,2,duel-masters-dm25:term:G・ストライク(がーどすとらいく) via inflected/text 使えない | duel-masters-dm25:grammar:～なければ ... ない via inflected/text 使えない,"to be usable,to be serviceable,to be useful",テラスタルするとしばらく**使えない**からポケモンセンターでチャージしてね！,1607180
集まる,あつまる,12,699,3,seen_as_inflected_form_in_flashcard_text,4,1,pokemon-scarlet-violet:term:組(くみ) via inflected/text 集まっ,"to gather,to collect,to assemble",,1333550
送る,おくる,12,372,0,seen_as_inflected_form_in_flashcard_text,4,1,pokemon-scarlet-violet:term:ボックス(ボックス) via inflected/text 送ろ,"to send,to dispatch,to forward,to transmit,to ship,to remit,to see (someone) off,to escort,to accompany,to take,to bid farewell to (the departed),to say goodbye to,to bury,to spend (time),to pass,to lead (a life),to live,to pass (on, along),to advance (a runner),to affix (okurigana)",,1402730
気づく,きづく,11,869,2,seen_as_inflected_form_in_flashcard_text,4,1,duel-masters-dm25:term:裁きの紋章(さばきのもんしょう) via inflected/text 気づき,"to notice,to realize,to realise,to become aware (of),to perceive,to sense,to suspect,to regain consciousness,to come to (one's senses),to come round",そんな折ハッさんと出会い小さな自分に**気づかされたり**まあいろいろふっきれたのだ！,1591330
深い,ふかい,11,698,2,seen_as_inflected_form_in_flashcard_text,4,1,pokemon-scarlet-violet:term:知れる(しれる) via inflected/text 深く,"deep,profound,dense,thick,close (relationship),intense,strong,late",上に行きたければ昇降機の前で待っとればええぞいここから先は**深く**なってるよ！,1362640
多く,おおく,11,1188,1,seen_as_inflected_form_in_flashcard_text,4,4,duel-masters-dm25:term:グランセクト(ぐらんせくと) via inflected/text 多い | duel-masters-dm25:term:ラビリンス(らびりんす) via inflected/text 多い | duel-masters-dm25:grammar:自分のシールドの数が相手より多ければ(じぶんのしーるどのかずがあいてよりおおければ) via inflected/text 多け | pokemon-scarlet-violet:term:校長室(こうちょうしつ) via inflected/text 多い,"many,much,plenty,a lot,majority (of),greater part (of),mostly,mainly,chiefly,usually,often",正体に関しては**多く**の説があるが超古代文明の産物という説が有力。,1861770
遊ぶ,あそぶ,11,543,0,seen_as_inflected_form_in_flashcard_text,4,1,pokemon-scarlet-violet:grammar:～ばっかり via inflected/text 遊ん,"to play (games, sports),to enjoy oneself,to have a good time,to mess about (with alcohol, gambling, philandery, etc.),to be idle,to do nothing,to be unused,to meet up (with friends),to hang out,to give oneself up (to gambling, drinking, etc.),to go to (for pleasure or for study),to tease (someone),to play (with),to intentionally throw a ball to lower the batter's concentration",,1542160
光る,ひかる,10,2062,2,seen_as_inflected_form_in_flashcard_text,4,1,pokemon-scarlet-violet:term:調べる(しらべる) via inflected/text 光っ,"to shine,to glitter,to be bright",**光って**テラスタルオーブ！,1272820
授業を受ける,じゅぎょうをうける,10,12395,,seen_as_inflected_form_in_flashcard_text,4,5,pokemon-scarlet-violet:term:授業(じゅぎょう) via inflected/text 授業を受けます | pokemon-scarlet-violet:term:学園(がくえん) via inflected/text 授業を受けます | pokemon-scarlet-violet:term:歴史(れきし) via inflected/text 授業を受けます | pokemon-scarlet-violet:term:生物(せいぶつ) via inflected/text 授業を受けます | pokemon-scarlet-violet:term:単位(たんい) via inflected/text 授業を受けて,to take a class,さん校長室にようこそたまには学校に戻って**授業を受ける**のもいいですよね授業といえば…。,1330300
町,まち,76,1439,1,seen_only_in_flashcard_text,5,6,pokemon-scarlet-violet:term:〜のヒント(〜のヒント) via card text/example/notes | pokemon-scarlet-violet:term:案内(あんない) via card text/example/notes | pokemon-scarlet-violet:term:巡る(めぐる) via card text/example/notes | pokemon-scarlet-violet:term:迷子(まいご) via card text/example/notes | pokemon-scarlet-violet:term:被害(ひがい) via card text/example/notes | pokemon-scarlet-violet:grammar:～について via card text/example/notes,"town,block,neighbourhood,neighborhood,downtown,main street,street,road",～シティと呼ばれる**町**はパルデア地方に３つある！,1603990
ＬＰ,エルピー,57,66615,3,seen_only_in_flashcard_text,5,4,pokemon-scarlet-violet:term:足りない / 足りません(たりない / たりません) via card text/example/notes | pokemon-scarlet-violet:term:支払い(しはらい) via card text/example/notes | pokemon-scarlet-violet:term:わざマシン(わざマシン) via card text/example/notes | pokemon-scarlet-violet:grammar:～てあげる via card text/example/notes,"LP (record),long-playing record,long-play record,linear programming,line printer,laser printer,Liberal Party",……もう帰ってくれよこんなに続けてカチこまれてももう出せる**ＬＰ**ないから！,2039710
私,わたし,55,29,0,seen_only_in_flashcard_text,5,1,pokemon-scarlet-violet:term:苦手(にがて) via card text/example/notes,"I,me",オレはまだ燃えッカスになってねぇんだよ**私**こそがスター団のカシオペア！,1311110
今日,きょう,51,93,1,seen_only_in_flashcard_text,5,10,gundam-arsenal-base:term:MY PAGE(まいぺーじ) via card text/example/notes | pokemon-scarlet-violet:term:調子(ちょうし) via card text/example/notes | pokemon-scarlet-violet:term:転入(てんにゅう) via card text/example/notes | pokemon-scarlet-violet:term:お疲れさまです(おつかれさまです) via card text/example/notes | pokemon-scarlet-violet:term:寮生活(りょうせいかつ) via card text/example/notes | pokemon-scarlet-violet:grammar:から via card text/example/notes | pokemon-scarlet-violet:grammar:～つもりだ via card text/example/notes | pokemon-scarlet-violet:grammar:～ことにする via card text/example/notes,"today,this day,these days,recently,nowadays",**今日**はどこのサンドウィッチ屋さんで食べようかな？,1579110
少し,すこし,50,123,2,seen_only_in_flashcard_text,5,6,pokemon-scarlet-violet:term:〜してくれる？(〜してくれる？) via card text/example/notes | pokemon-scarlet-violet:term:〜してくれない？(〜してくれない？) via card text/example/notes | pokemon-scarlet-violet:term:〜してもらえる？(〜してもらえる？) via card text/example/notes | pokemon-scarlet-violet:grammar:～ようにする via card text/example/notes | pokemon-scarlet-violet:grammar:～てください via card text/example/notes | pokemon-scarlet-violet:grammar:～てあげる via card text/example/notes,"a little,a bit,a small amount,a few,some,slightly,somewhat,a little while,a short time,a moment,a minute,a little way,a short distance",お待ちくださいさんのポケモンは**少し**お疲れのようですよごめーん！,1348870
大穴,おおあな,48,16557,0,seen_only_in_flashcard_text,5,2,pokemon-scarlet-violet:term:この先(このさき) via card text/example/notes | pokemon-scarlet-violet:term:立ち入り(たちいり) via card text/example/notes,"large hole,big deficit,heavy losses,long-shot win (in horse racing, etc.),big winnings (on a long shot),a killing (made from a bet)",一般人が入れないパルデアの**大穴**にはどんなポケモンがいるんじゃろう？,1643400
宝探し,たからさがし,42,24419,4,seen_only_in_flashcard_text,5,3,pokemon-scarlet-violet:term:伝統行事(でんとうぎょうじ) via card text/example/notes | pokemon-scarlet-violet:grammar:～たり ～たりする via card text/example/notes | pokemon-scarlet-violet:grammar:～とはいっても via card text/example/notes,"treasure hunting,treasure hunt,lucky dip,game involving finding hidden prizes from a sand box, barrel of leaves, etc.",**宝探し**ってまだ続いてるのかなアカデミーは年齢制限なし！,2239300
話,はなし,40,95,3,seen_only_in_flashcard_text,5,13,pokemon-scarlet-violet:term:学校(がっこう) via card text/example/notes | pokemon-scarlet-violet:term:校長(こうちょう) via card text/example/notes | pokemon-scarlet-violet:term:未来(みらい) via card text/example/notes | pokemon-scarlet-violet:term:関係(かんけい) via card text/example/notes | pokemon-scarlet-violet:term:ライバル(らいばる) via card text/example/notes | pokemon-scarlet-violet:term:先輩(せんぱい) via card text/example/notes | pokemon-scarlet-violet:term:用意(ようい) via card text/example/notes | pokemon-scarlet-violet:term:迷子(まいご) via card text/example/notes,"talk,speech,chat,conversation,topic,subject,discussions,negotiation,argument,rumor,talk,hearsay,tale,story,fable,circumstances,particulars",ゲート前で戦った団員だ話をしたくて来てもらった……**話**っていうのは？,1600900
何か,なにか,38,110,1,seen_only_in_flashcard_text,5,1,pokemon-scarlet-violet:term:どうしたの？(どうしたの？) via card text/example/notes,"something,some,any,somehow,for some reason,(so) what (are you trying to say)?,what (do you mean)?",マフィティフと同じでエリアゼロで**何か**に傷つけられたとか？,1188270
初めて,はじめて,37,254,2,seen_only_in_flashcard_text,5,2,pokemon-scarlet-violet:term:素質アリ(そしつあり) via card text/example/notes | pokemon-scarlet-violet:grammar:～づくし via card text/example/notes,"for the first time,only after ... is it ...,only when ... do you ...,not until ... do you ...,first time,(one's) first",未来から来てたってのはオレも**初めて**知った…。,1342550
昔,むかし,34,292,0,seen_only_in_flashcard_text,5,2,gundam-arsenal-base:term:EXバトル(いーえっくすばとる) via card text/example/notes | pokemon-scarlet-violet:term:手書き(てがき) via card text/example/notes,"the old days,the past,former times,a long time ago,the past ten years,the past decade",**昔**母ちゃんに会おうとしてパルデアの大穴に来たとき…。,1382370
大きな,おおきな,29,425,1,seen_only_in_flashcard_text,5,1,pokemon-scarlet-violet:term:急所(きゅうしょ) via card text/example/notes,"big,large,great",……勝手に入るのはやめておこう**大きな**花瓶に大きな植物！,1412890
部屋,へや,29,276,2,seen_only_in_flashcard_text,5,2,pokemon-scarlet-violet:term:学生寮(がくせいりょう) via card text/example/notes | pokemon-scarlet-violet:grammar:～ように言われる via card text/example/notes,"room,chamber,apartment,flat,pad,stable",自分の**部屋**より教室で勉強するほうがはかどるね夜だとゴーストタイプのポケモン多くない？,1499320
戦い,たたかい,24,1349,0,seen_only_in_flashcard_text,5,2,pokemon-scarlet-violet:term:戦う(たたかう) via card text/example/notes | pokemon-scarlet-violet:term:チーム(ちーむ) via card text/example/notes,"battle,war,fight,conflict,fight (against time, poverty, etc.),struggle (for freedom, survival, etc.),war (e.g. on drugs),battle (e.g. against nature),contest,competition,match,game",チャンピオンネモ相手にここまでの**戦い**ぶり…。,1596950
店,みせ,20,644,0,seen_only_in_flashcard_text,5,5,pokemon-scarlet-violet:term:買う(かう) via card text/example/notes | pokemon-scarlet-violet:term:売る(うる) via card text/example/notes | pokemon-scarlet-violet:term:支払い(しはらい) via card text/example/notes | pokemon-scarlet-violet:grammar:ます / 辞書形 via card text/example/notes | pokemon-scarlet-violet:grammar:～そうだ (si dice) via card text/example/notes,"store,shop,establishment,restaurant",この**店**でいろいろ見れるわよ果物にお野菜にライスまでそろってる！？,1582120
倍,ばい,20,2196,"0,1",seen_only_in_flashcard_text,5,1,web-giapponese:term:星属性(ほしぞくせい) via card text/example/notes,"double,twice (as much),times (as much),-fold,1-nth,1 to n,1 in n",１５０だとタイプ一致の１．５**倍**しかかけ算されてないみたいんー惜しい！,1473230
４つ,よっつ,18,6217,"3,0",seen_only_in_flashcard_text,5,1,duel-masters-dm25:term:合計(ごうけい) via card text/example/notes,"four,4,four years of age,ten o'clock (in the old time system),burakumin,cross grips",・２つ・３つ・**４つ**４パルデア十景で１００万ボルトの夜景と呼ばれている町の名前は？,1307040
お金,おかね,18,687,0,seen_only_in_flashcard_text,5,1,pokemon-scarlet-violet:term:足りない / 足りません(たりない / たりません) via card text/example/notes,money,世の中なんでも**お金**でことが運ぶわけではないんだ！,1001820
お店,おみせ,16,1245,0,seen_only_in_flashcard_text,5,1,pokemon-scarlet-violet:term:支払い(しはらい) via card text/example/notes,"store,shop,establishment,restaurant",先代から引き継いだ**お店**を切り盛りするのは店長のカエデさん！,2842661
長い,ながい,15,389,2,seen_only_in_flashcard_text,5,3,gundam-arsenal-base:term:シン・アスカ(しんあすか) via card text/example/notes | pokemon-scarlet-violet:term:回復(かいふく) via card text/example/notes | pokemon-scarlet-violet:term:買いだめ(かいだめ) via card text/example/notes,"long (distance, length),long (time),protracted,prolonged",……ハッサクさんの説教**長い**んですよね四天王ハッサクに挑みますか？,1429750
もう一度,もういちど,14,548,,seen_only_in_flashcard_text,5,2,duel-masters-dm25:term:行う(おこなう) via card text/example/notes | pokemon-scarlet-violet:term:確認する(かくにんする) via card text/example/notes,"once more,again",とりあえず**もう一度**ジム行って新しいポケモン鍛えよっかな！,2005860
仕事,しごと,14,207,0,seen_only_in_flashcard_text,5,2,gundam-arsenal-base:term:殲滅(せんめつ) via card text/example/notes | gundam-arsenal-base:term:PLスキル(ぴーえるすきる) via card text/example/notes,"work,job,labor,labour,business,task,assignment,occupation,employment,work",世の中にはいろんな**仕事**があるんだなあ！,1304970
３つ,みっつ,13,2760,"3,0",seen_only_in_flashcard_text,5,3,duel-masters-dm25:term:合計(ごうけい) via card text/example/notes | duel-masters-dm25:term:異なる(ことなる) via card text/example/notes | pokemon-scarlet-violet:term:まだ(まだ) via card text/example/notes,"three,three years of age",～シティと呼ばれる町はパルデア地方に**３つ**ある！,1299740
お礼,おれい,13,973,0,seen_only_in_flashcard_text,5,1,pokemon-scarlet-violet:term:プレゼント(プレゼント) via card text/example/notes,"thanks,gratitude,manners,etiquette,bow,reward,gift,ceremony,ritual",ちょっと強いの出しすぎちゃったいやー実りあったいい勝負だったね勝負の**お礼**にこれ受けとって！,1270810
段階,だんかい,13,2586,0,seen_only_in_flashcard_text,5,2,duel-masters-dm25:term:試練の塔(しれんのとう) via card text/example/notes | pokemon-scarlet-violet:term:階段(かいだん) via card text/example/notes,"stage,step,phase,level,rank,grade,gradation,order,stairs",,1419950
毎日,まいにち,13,563,"1,0",seen_only_in_flashcard_text,5,2,pokemon-scarlet-violet:grammar:～ようにする via card text/example/notes | pokemon-scarlet-violet:grammar:～づくし via card text/example/notes,"every day,daily",**毎日**が楽しいよみんないきいきしてる学校行ってみたよ授業受けてきたんだＳＴＣサイコー！,1524720
ＰＰ,ピーピー,12,64376,1,seen_only_in_flashcard_text,5,1,pokemon-scarlet-violet:term:どの 技を 回復する？(どの わざを かいふくする) via card text/example/notes,"producer's price,PP,polypropylene,PP",ポケモンは戦うことができなくなるそれでは**ＰＰ**がなくなるとポケモンはどうなってしまうのだ？,2827729
買いもの,かいもの,12,46724,0,seen_only_in_flashcard_text,5,1,pokemon-scarlet-violet:grammar:～てあげる via card text/example/notes,"shopping,purchased goods",今日はわたしが大好きなお**買いもの**をテーマに数字をお勉強していきましょう！,1589730
記憶,きおく,11,856,0,seen_only_in_flashcard_text,5,1,pokemon-scarlet-violet:term:自称(じしょう) via card text/example/notes,"memory,recollection,remembrance,memory,storage",……あなたの**記憶**をたよりにスマホカバーを作ってあげましょうわっせわっせ！,1223150
同士,どうし,11,1215,1,seen_only_in_flashcard_text,5,1,pokemon-scarlet-violet:term:ご近所(ごきんじょ) via card text/example/notes,"fellow,mutual,companion,comrade",もうライバル**同士**だもん心置きなく勝負できる！,1452400
状況,じょうきょう,10,551,0,seen_only_in_flashcard_text,5,1,pokemon-scarlet-violet:term:管理(かんり) via card text/example/notes,"state of affairs,situation,conditions,circumstances",今はとにかくこの**状況**を解決しないと！,1356700
秘伝,ひでん,31,18947,0,defined_without_flashcard,6,1,pokemon-scarlet-violet:term:秘伝(ひでん) [no-card] via entry/front exact,"secret (recipe, medicine, etc.),mysteries (e.g. of an art)",**秘伝**スパイスのときのアイツももともとはエリアゼロにいたのかもないいなー！,1484100
円,えん,75,975,"0,1",objectively_absent,9,0,,"yen (currency of Japan),circle",２０００**円**で２００円のモンスターボールは１０個買うことができますが！,1175570
年,ねん,51,210,1,objectively_absent,9,0,,"year,counter for years (e.g. of an era), grades (e.g. school),period of an apprentice's contract (usu. ten years)",・約１０００**年**前・約２０００年前・約３０００年前４この学校は創立何年？,2084840
感じる,かんじる,44,297,0,objectively_absent,9,0,,"to feel,to sense,to experience,to be moved (by),to be touched (by),to be impressed (by),to respond (to),to become infected with (an illness),to catch",タイプ相性突いてくるね勝ちへのこだわり**感じる**よ！,1212260
父ちゃん,とうちゃん,35,9984,1,objectively_absent,9,0,,"dad,daddy,papa,pa,pop",なんかかわいそうだなボタちゃんの**父ちゃん**やーめーろー！,2519060
母ちゃん,かあちゃん,34,6170,1,objectively_absent,9,0,,"mum,mom,mummy,mommy,wifey,dear,missus",昔**母ちゃん**に会おうとしてパルデアの大穴に来たとき…。,2399270
１匹,いっぴき,33,8768,4,objectively_absent,9,0,,"one (small animal),two-tan bolt of cloth",ポケモンの性格人間と同じでポケモンにも**１匹**１匹に性格があります。,1166060
悪い,わるい,32,122,2,objectively_absent,9,0,,"bad,poor,undesirable,poor (quality),inferior,insufficient,evil,sinful,ugly,not beautiful,at fault,to blame,in the wrong,bad (at doing something),unprofitable,unbeneficial,sorry,(my) bad,unforgivable",あの子最近入ったんだけどかなり態度**悪い**んだよね…。,1151260
美術,びじゅつ,32,12834,1,objectively_absent,9,0,,"art,fine arts",**美術**担当のハッサクですよろしくお願いしますですよ……そもそも美術とは！,1486440
殿,どの,27,5067,0,objectively_absent,9,0,,"Mr.,Mrs.,Miss,Ms.",どうしてもあんたに会って直接話がしたいそうだシュウメイ**殿**聞いて！,1442500
素晴らしい,すばらしい,26,2266,4,objectively_absent,9,0,,"wonderful,splendid,magnificent",ポケモンが嫉妬するほどの**素晴らしい**造形だ…。,1397300
本日,ほんじつ,26,1136,1,objectively_absent,9,0,,"today,this day",**本日**はどのようにしてお越しくださったんですか？,1523110
疲れる,つかれる,24,691,3,objectively_absent,9,0,,"to get tired,to tire,to get fatigued,to become exhausted,to grow weary,to become worn out (of a well-used object),to starve",さんもさんも**疲れて**おいでですよあすみません興奮しちゃってついつい…。,1483740
報告,ほうこく,24,846,0,objectively_absent,9,0,,"report,information",キミが敵だと確信したのでわたしは**報告してきまーす**！,1515670
皆さん,みなさん,23,600,2,objectively_absent,9,0,,"all,everyone,everybody",**皆さん**お疲れさまでしたどの試合もトレーナーとポケモンの絆が光る目の離せない勝負ばかり…。,1202170
気になる,きになる,23,437,,objectively_absent,9,0,,"to weigh on one's mind,to bother one,to worry about,to be concerned about,to care about,to feel uneasy,to be anxious,to be interested (in),to be curious (about),to wonder (about),to catch one's eye,to feel like (doing),to feel inclined to,to bring oneself to (do)",アジトを見張ってたんだが急に騒がしくなったんでなこっちで何かあったのかと**気になって来た**んだが…。,1221690
貴方,あなた,23,5732,"2,1",objectively_absent,9,0,,"you,dear,honey",この程度であせる**貴方**ではないでしょうに？,1223615
貴様,きさま,23,1627,0,objectively_absent,9,0,,"you,you bastard,you son of a bitch,you",最後はサービス問題だ**貴様**たちの点稼ぎポイントさぞかし楽勝だったろう？,1223620
災い,わざわい,23,8458,0,objectively_absent,9,0,,"disaster,calamity,misfortune,trouble,woes",ククッある意味宝探しだな**災い**の宝ではあるが気が向いたら調査してくれレホール先生から信頼を感じる！,1295080
小生,しょうせい,23,39809,1,objectively_absent,9,0,,"I,me,my humble self",**小生**は猛烈に感動じでいま゛ず！,1348390
噂,うわさ,22,1498,0,objectively_absent,9,0,,"rumour,rumor,report,hearsay,gossip,common talk",宇宙人の科学兵器ではないかという**噂**もあるが真相は不明。,1172590
言語学,げんごがく,22,72453,3,objectively_absent,9,0,,linguistics,・ほめること・怒ること・甘やかすことほめること怒ること甘やかすこと５みんな大好き**言語学**！,1264430
氏,し,22,3799,1,objectively_absent,9,0,,"Mr,Mrs,Ms,Miss,clan,he,him,counter for people",**氏**さぁもうちょっとボクを立ててもいいんじゃない？,2101130
食う,くう,21,556,1,objectively_absent,9,0,,"to eat,to live,to make a living,to survive,to bite,to sting (as insects do),to tease,to torment,to taunt,to make light of,to make fun of,to encroach on,to eat into,to consume,to defeat a superior,to threaten a position,to consume time,to consume resources,to receive something (usu. an unfavourable event),to have sexual relations with a woman, esp. for the first time",ちょっとわからないわ宝食堂にはあっと驚くしかけがあるらしいぞいオラこんなうめえ料理**食った**のは初めてだ！,1592100
信じる,しんじる,21,295,"3,0",objectively_absent,9,0,,"to believe,to believe in,to place trust in,to confide in,to have faith in",まったく関知できていなかった自分が恥ずかしいですフッスター団のみが至宝と**信じてきた**が…。,1359040
人間,にんげん,21,184,0,objectively_absent,9,0,,"human being,human,person,man,mankind,humankind,character (of a person)",ポケモンの性格**人間**と同じでポケモンにも１匹１匹に性格があります。,1366770
解散,かいさん,20,3393,0,objectively_absent,9,0,,"breaking up (a meeting, gathering, etc.),dispersal (e.g. of a crowd),dissolution (of a company, organization, etc.),winding-up,disbandment,split-up,dissolution (of the Diet, Parliament, etc.)",,1199000
楽しみ,たのしみ,20,909,"3,4,0",objectively_absent,9,0,,"enjoyment,pleasure,amusement,delight,joy,fun,diversion,hobby,anticipation,looking forward to,something to look forward to",わたしが一番**楽しみ**なんだよ舞台は整った！,1207250
機械,きかい,20,2673,2,objectively_absent,9,0,,"machine,mechanism,instrument,appliance,apparatus",あれはポケモンってよりもっと鉄っぽい**機械みてえ**な…。,1220810
雪山,ゆきやま,20,23784,0,objectively_absent,9,0,,"snowy mountain,permanently snow-covered mountain,pile of snow",くわしいルールは当ジムを出て左手の坂をのぼった先**雪山**すべり開始地点で説明しますねようこそナッペ山ジムへ！,1842240
優しい,やさしい,20,464,"0,3",objectively_absent,9,0,,"tender,kind,gentle,graceful,affectionate,amiable",いつもおおらかで**優しい**けどジムリーダーのときはかっこいいの！,1539040
２倍,にばい,19,12882,0,objectively_absent,9,0,,"double,twice (as much),twofold",２００だと弱点の**２倍**しかかけ算されてないみたい頭の中で計算さすがね！,1462920
教師,きょうし,19,2698,1,objectively_absent,9,0,,"teacher,instructor",バトル学**教師**として負けるわけにはいかない悪いが本気を出させてもらうよ！,1237130
広場,ひろば,19,5805,1,objectively_absent,9,0,,"public square,square,plaza,piazza,forum,open space,clearing",そういうわけでテーブルシティ中央**広場**！,1278590
掟,おきて,19,11316,0,objectively_absent,9,0,,"law,regulation,rule,code,agreement,arrangement,compact,legislation",まずスター大作戦のことあとは団の**掟**だね最近仲間増えてるじゃん？,1567460
ＡＩ,エーアイ,18,16022,3,objectively_absent,9,0,,"artificial intelligence,AI",,2222190
この前,このまえ,18,1117,3,objectively_absent,9,0,,"the other day,previously,before,earlier,recently,last time,last (Sunday, summer, etc.),previous (e.g. mayor, chapter),preceding",…………本当は戦りたいけどのポケモン**この前**より強くなってる…。！,2216900
押忍,おっす,18,35398,1,objectively_absent,9,0,,"hi!,yo!,hey man!,hey dude!,yessir!,understood!",１００点目指して**押忍**押忍だ！,1180540
楽しむ,たのしむ,18,631,3,objectively_absent,9,0,,"to enjoy,to take pleasure in,to have a good time,to have fun,to amuse oneself,to look forward to",ハッコウシティ**楽しんでる**？,1207270
競り,せり,18,53237,2,objectively_absent,9,0,,"competing,competition,auction",カラフシティに戻るのはさすがにそらとぶタクシー使っちゃおうかな**競り**で大金はたいちまった潮風が目にしみるぜ！,2599900
芸術,げいじゅつ,18,6777,"0,1",objectively_absent,9,0,,"art,the arts",『**芸術**のより道』という雑誌がある読んでみようか？,1253060
今まで,いままで,18,383,3,objectively_absent,9,0,,"until now,till now,up to now,up to the present,so far",**今まで**英雄だと思われていた存在に一石を投じる事実が判明したのです！,1587590
寝る,ねる,18,323,0,objectively_absent,9,0,,"to sleep (lying down),to go to bed,to lie in bed,to lie down,to sleep (with someone, i.e. have intercourse),to lie flat (e.g. of hair),to lie idle (of funds, stock, etc.),to ferment (of soy sauce, miso, etc.)",昨日オールでゲームしてたしアジトのヤツら絶対**寝てる**…。,1360010
顔,かお,17,119,0,objectively_absent,9,0,,"face,visage,looks,(facial) features,look,(facial) expression,countenance,honor (honour),face,dignity,influence,notoriety,trust,pull,clout,representative,(the) face (of something),trademark,example,members,attendees,lineup,participants,everyone involved,makeup,cosmetics",カラフジムのジムテストはとてもむずかしいのよハイダイさんはこの町の**顔**ね！,1217730
次回,じかい,17,4030,"1,0",objectively_absent,9,0,,next time (occasion),ぜひ仲間と息を合わせてテラスタルシールドを打ち破ってくれ**次回**は中間テストをおこなうぞ！,1316470
誰か,だれか,17,224,1,objectively_absent,9,0,,"someone,somebody",あーあまた**誰か**来ちゃったよスター団の新人ってこんなにめんどいんだ…。,1416840
伝える,つたえる,17,395,"0,3",objectively_absent,9,0,,"to convey,to report,to transmit,to communicate,to tell,to impart,to propagate,to teach,to bequeath",今までわたしがお**伝え**した情報でさんは冒険に必要な知識をすべてご存知になっています！,1441870
美しい,うつくしい,17,941,4,objectively_absent,9,0,,"beautiful,pretty,lovely,sweet,pure (heart, friendship, etc.)",,1486360
物体,ぶったい,17,5969,0,objectively_absent,9,0,,"object,body,solid",奇書バイオレットブックに書かれた謎の**物体**が名前の由来である。,1502680
夜,よる,17,376,1,objectively_absent,9,0,,"night,evening,dinner",自分の部屋より教室で勉強するほうがはかどるね**夜**だとゴーストタイプのポケモン多くない？,1536350
雑誌,ざっし,16,3109,0,objectively_absent,9,0,,"magazine,journal,periodical",『月刊オーカルチャー』という**雑誌**の１０月号がある読んでみようか？,1299400
先ほど,さきほど,16,1380,0,objectively_absent,9,0,,"a short while ago,a moment ago,just now,some time ago",いえきっと彼女は確信しているのでしょうね**先ほど**のジムまでお送りいたしますねどおもどおも！,1388170
欲しい,ほしい,16,352,2,objectively_absent,9,0,,"wanting (to have),desiring,wishing for,I want (you, them, etc.) to (do)",,1547330
会場,かいじょう,15,2843,0,objectively_absent,9,0,,"assembly hall,meeting place,venue,site,grounds",くわしいルールは**会場**にいるスタッフまでおたずねくださいねオリーブころがし会場は町の北のほうにありますよ！,1198660
高める,たかめる,15,4199,3,objectively_absent,9,0,,"to raise,to lift,to boost,to enhance",タイプの威力をもっと**高める**んだ！,1283240
作品,さくひん,15,1902,0,objectively_absent,9,0,,"work (e.g. book, film, painting, composition),piece,production,opus",個性あふれる生徒たちの**作品**がいっぱいかざられている！,1297910
子供,こども,15,498,0,objectively_absent,9,0,,"child,children",『オラチフ』と**子供**の字で書かれてる！,1307850
市場,しじょう,15,7980,1,objectively_absent,9,0,,"market (financial, stock, domestic, etc.),marketplace,exchange,(street) market",お次はマリナードタウンの**市場**で爆買いよ！,1308305
渡す,わたす,15,486,0,objectively_absent,9,0,,"to ferry across (e.g. a river),to carry across,to traverse,to lay across,to build across,to hand over,to hand in,to pass,to give,to transfer",最後大騒ぎだったからクラベル先生**渡し**そびれちゃったって！,1444610
彼女,かのじょ,15,260,1,objectively_absent,9,0,,"she,her,girlfriend",自分謙虚やなぁ**彼女**の名はチリまいど！,1483150
怖い,こわい,15,264,2,objectively_absent,9,0,,"scary,frightening,eerie,dreadful",高いところだから**怖かった**んじゃなかったっけ？,1593480
あの子,あのこ,14,590,2,objectively_absent,9,0,,"that child,that kid,that boy,that girl,that young lady,you",**あの子**最近入ったんだけどかなり態度悪いんだよね…。,2707760
奇書,きしょ,14,113291,"1,2",objectively_absent,9,0,,unusual book,**奇書**バイオレットブックに書かれた謎の物体が名前の由来である。,1777980
最深部,さいしんぶ,14,21549,,objectively_absent,9,0,,"deepest part,deepest portion,depths (of the ocean etc.),innermost",これから**最深部**ワタシの待つゼロラボを目指してもらうわけだが…。,2632170
髪型,かみがた,14,6741,0,objectively_absent,9,0,,"hair style,coiffure,hairdo",イカした**髪型**の飛び入りゲスト？,1954390
